id,Name,Author,Status
1178,推荐一起共度初体验的她(初体验推荐彼女),朝野始,1
1179,古书堂事件手帖 栞子篇(彼布利亚古书堂事件记事簿),三上延,0
1180,妹妹监护人,月见草平,1
1181,樱色少年茶房,博惠夏树,1
1182,LAST KISS,佐藤ケイ,1
1183,我与她的绝对领域,鹰山诚一,1
1184,BIG4(BIG-4),大乐绚太,1
1185,欢迎来到巫家！,冬木冬树,1
1186,魔王学校里只有我是勇者!?,夏绿,1
1187,潘朵拉之心～CAUCUS RACE～,若宫シノブ,1
1188,灼热的小早川同学,田中罗密欧,1
1189,少女,凑佳苗,1
1190,司书，剪刀，短铅笔,ゆうきりん,1
1191,国王游戏,金泽伸明,1
1192,问题儿童都来自异世界?,龙之湖太郎,1
1193,我和侦探伯爵,森博嗣,1
1194,超萌 我们的天神乱漫,Harvest,1
1195,哈罗，天才少女,优木カズヒロ,1
1196,负数与零,广濑正,1
1197,夜行观览车,凑佳苗,1
1198,苍翼默示录,驹尾真子,1
1199,宵山万花筒,森见登美彦,1
1200,打工族买屋记,有川浩,1
1201,白银的城姬,志瑞佑,1
1202,我与她的游戏战争(我与她的战争游戏),师走透,1
1203,Judgement Chime 制裁钟声,驹尾真子,1
1204,我的未来和恋爱湛蓝而清澈,高濑ユウヤ,1
1205,拜托了双子星(星空的邂逅2),雑破业,1
1206,罪恶王冠,ゆうきりん,1
1207,锁锁美小姐@不好好努力(锁锁美同学@提不起劲),日日日,1
1208,旅行，直至毁灭世界的终焉,万屋直人,1
1209,献给某飞行员的夜想曲,犬村小六,1
1210,有闲俱乐部,下川香苗,1
1211,百器徒然袋,京极夏彦,1
1212,陪伴着我，陪伴着你,ごぉ,1
1213,果然我的青春恋爱喜剧搞错了(我的青春恋爱物语果然有问题),渡航,1
1214,我的宅女神(宅居的她是神的说),すえばしけん,1
1215,学生会侦探桐香,杉井光,1
1216,暗之皇太子,金泽有幸,1
1217,明治开化安吾捕物帖,坂口安吾,1
1218,羔羊的盛宴,米泽穗信,1
1219,不分昼夜，恶女相伴(日夜相伴，恶女在身边),鸟村居子,1
1220,U.F.O.未确认飞行,大桥英高,1
1221,卡纳克的轨迹,上总朋大,1
1222,香格里拉,池上永一,1
1223,机械狂人,有川浩,1
1224,魔王女孩与村民A,ゆうきりん,1
1225,狐的故事,森见登美彦,1
1226,Over Image超异能游戏(超越想象),游佐真弘,1
1227,魔法使玛莉伊,东川笃哉,1
1228,毒吐姬与星之石,红玉伊月,0
1229,旅行少女与灼热之国,藤原征矢,1
1230,魔法少女的黑色狂想曲,根木健太,1
1231,空想科学生活读本,柳田理科雄,1
1232,中之下!,长冈真纪子,1
1233,我的妹妹是僵尸,伊东ちはや,1
1234,夏日大作战 OZ危机,土屋司,0
1235,畸恋迷幻,间宫夏生,1
1236,性冲动猎人RIOT(内裤猎人),筑地俊彦,1
1237,征王之迷宫塔,濑尾つかさ,1
1238,修罗场恋人(修罗场之恋),岸杯也,1
1239,拿出男子气概吧!仓田君!,齐藤真也,1
1240,千之魔剑与盾之少女,川口士,1
1241,Happy Death Day,望公太,1
1242,光明之心 面包薰香之岛,加纳新太,1
1243,TriplePlay三重杀的助恶郎,西尾维新,1
1244,噬血狂袭 strike the blood,三云岳斗,0
1245,Minutes 绝对一分钟,乙野四方字,1
1246,荣誉之心,淡路帆希,1
1247,虫忍—MUSHININ—,古桥秀之,1
1248,圣钟少女,本宫ことは,1
1249,记录的地平线,橙乃麻麻理,0
1250,梦魔少年！,三门铁狼,1
1251,影子篮球员-Replace-(黑子的篮球),平林佐和子,1
1252,鲤之洼学园侦探部,东川笃哉,1
1253,幻想谭教诲师,海冬零儿,1
1254,幽灵什么的才看不见！,村崎幸也,1
1255,某僵尸少女的灾难,池端亮,1
1256,龙娘七七七埋藏的宝藏(龙之娘七七七的宝藏),凤乃一真,0
1257,铭刀少女DEGEN MADCHEN(剑灵少女),田口仙年堂,1
1258,炽天使们的五分钟后,瑞智士记,1
1259,蜥蜴王,入间人间,1
1260,剑神的继承者(剑神之继承者),镜游,1
1261,不付房租的魔王,伊藤ヒロ,1
1262,钢铁之翼(钢之羽),虚渊玄,1
1263,想变成宅女，就让我当现充！,村上凛,1
1264,阳炎眩乱(阳炎DAYS／蜉蝣daze),自然之敌P,0
1265,红钢的精灵操术师,はやけん,1
1266,女装皇家教师(女装家教),野村美月,1
1267,自我中心纯爱,藤崎都,1
1268,剧团Theatre,有川浩,1
1269,游戏人生No game No life,榎宫佑,1
1270,我拯救太多女主角引发了世界末日！？,なめこ印,1
1271,10岁的保健体育,竹井10日,1
1272,梦沉抹大拉,支仓冻砂,0
1273,Are you Alice？你是爱丽丝？,诸口正巳,1
1274,乐圣少女,杉井光,0
1275,大长篇恶魔奶爸,SOW,1
1276,如果折断她的旗(如果她的旗帜被折断了),竹井10日,1
1277,我与男生与青春期妄想的她们,矢野唯,1
1278,MUV-LUV Schwarzes marken(死亡黑标),内田弘树,1
1279,0能者九条凑,叶山透,1
1280,受欢迎的我连世界都拯救了(泣),谷春庆,1
1281,我被绑架到贵族女校当「庶民样本」,七月隆文,1
1282,进击的巨人 before the fall,凉风凉,1
1283,中二病也要谈恋爱!,虎虎,1
1284,狗与剪刀必有用,更伊俊介,0
1285,世界第一初恋 吉野千秋的场合,藤崎都,1
1286,家守绮谭,梨木香步,1
1287,祝百之喜事务所,茅田砂胡,1
1288,Sugar Sister 1∕2,鹰野新,1
1289,昨日也曾爱着他,入间人间,1
1290,蓬莱学园的初恋,新城十马,1
1291,对恶魔揉来揉去的理由,镜裕之,1
1292,我的狐姬主人(狐姬的仆人),春日御影,1
1293,BOY MEETS HEART！她的旗子久攻不下？,鸟羽彻,1
1294,茜色交响曲,瑞智士记,1
1295,苍柩的青金石,朝野始,1
1296,堕落邪恶组织，拥抱美少女大胜利!(坠入邪道后左拥右抱成了赢家!!),冈泽六十四,1
1297,新约 魔法禁书目录,镰池和马,0
1298,世界末日女子学园,糸绪思惟,1
1299,会飞的猪还是猪?,凉木行,1
1300,银之十字架与吸血姬,十月ユウ,1
1301,逃离乐园岛(逃出乐园岛),土桥真二郎,1
1302,弹丸论破Dangan Ronpa∕Zero,小高和刚,1
1303,神曲奏界 沉默歌姬,榊一郎,1
1304,Rewrite SSS,合作,1
1305,绝对双刃absolute duo,柊★巧,0
1306,向森之魔物献上花束(向森林的魔兽少女献花),小木君人,1
1307,凭物语(物语系列十),西尾维新,1
1308,Mix！误打误撞成了体操少女,岩佐护,1
1309,新妹魔王的契约者,上栖缀人,1
1310,姐神!,橘ぱん,1
1312,失败禁止！美少女的秘密不侧漏！(失败禁止！她的秘密不能泄漏！),真崎政宗,1
1313,给小桃的信,百濑忍,1
1314,梦见的咲夜,城崎火也,1
1315,我与女武神的新婚生活(女武神要结婚),镰池和马,1
1316,魔王的我与不死公主的戒指(魔王的我和不死姬的指环),柑橘ゆすら,1
1317,请记得我,杉井光,1
1318,守护猫娘绯鞠,みかづき红月,1
1319,我家会长是个坏坏虎斑猫,空野一树,1
1320,女神异闻录4,藤原健市,1
1321,前巷说百物语,京极夏彦,1
1322,这是当然的大小姐(当然、大小姐),竹冈叶月,1
1323,为了守卫二次元的据点而不得已需要女友,冬树忍,1
1324,你是我的圣剑,大树连司,1
1325,我被女生倒追，惹妹妹生气了？,野岛研二,1
1326,学战都市Asterisk(学战都市六芒星),三屋咲悠,0
1327,我就是美少女偶像！？,七海树里,1
1328,赛姬的眼泪(由良三部曲),柴村仁,1
1329,T、内裤、好运到,本村大志,1
1330,我和你有致命的认知差异(你存在致命性的偏差),赤月驱矢,1
1331,初音未来的消失,阿贺三梦也,1
1332,最后的救世主,岩井恭平,1
1333,沼地森林,梨木香步,1
1334,脱兔的反击,秀章,1
1335,魔剑的爱莉丝贝儿(魔剑的爱丽丝贝尔),赤松中学,1
1336,于是，他就这样烧了屋顶,カミツキレイニー,1
1337,红龙(红龙战役),三田诚,1
1338,许爱之岛,杉井光,1
1339,RISING RYDEEN异能对决,初美阳一,1
1340,唐草人偶,梨木香步,1
1341,消遣的挑战者,岩井恭平,1
1342,因此少女以回忆为食,七乌未奏,1
1343,盟约的利维坦,丈月城,1
1344,寄生彼女砂奈(寄生女友佐奈),砂义出云,1
1345,我和她乃魔王与勇者及学生会长,哀川让,1
1346,不完全神性机关伊莉斯,细音启,1
1347,植物园的巢穴,梨木香步,1
1348,天地明察,冲方丁,1
1349,不吸血的吸血鬼,刈野ミカタ,1
1350,CANAAN 异能者迦南,杉原智则,1
1351,月花歌姬与魔技之王,翅田大介,1
1352,漂流书库之断罪星导师,川口士,1
1353,反文字的数秘术师(不屈于数的数秘术师),兔月山羊,1
1354,味噌养成魔法使,澄守彩,1
1355,想要炼成和学生会长一模一样的女孩子来作恋人的我却因此成了仆人,月见草平,1
1356,穿越时空的龙王与迈向灭亡的魔女之国(穿越龙王与步向灭亡的魔女之国),舞阪洸,1
1357,打工侦探,大泽在昌,1
1358,贵族少女的使命！,TAMAMI,1
1359,不起眼女主角培育法(路人女主的养成方法),丸户史明,1
1360,失落的花园,红玉伊月,1
1361,OUTBREAK COMPANY 萌萌侵略者,榊一郎,1
1362,猫所不能从事的职业,竹林七草,1
1363,来观光吧！县厅款待课,有川浩,1
1364,舞风的铠姬(风中起舞的铠甲姬),小山健,1
1365,黑猫的水曜日,地本草子,1
1366,机动战士高达W 冰结的泪滴(Frozen Teardrop),隅泽克之,1
1367,无法解读的暗号少女,新保静波,1
1368,19岁~Nineteen~,合作,1
1369,圣剑使的禁咒咏唱,淡群赤光,1
1370,割耳奈露莉,石川博品,1
1371,正义的同伴的同伴的同伴,哀川让,1
1372,露露的支配魔术,土屋司,1
1373,我果然还是浑然不觉,望公太,1
1374,齐藤爱丽丝是有害的,中维,1
1375,万能鉴定士Q事件簿,松冈圭佑,0
1376,我的坏前辈,日日日,1
1377,咱学校的暗杀社(学校的暗杀部),深见真,1
1378,EscApe SpeEd,九冈望,1
1379,尼特狮子红圣女,八剃玉造,1
1380,GJ部,新木伸,1
1381,疑心恋心,丸山英人,1
1382,期间限定妹妹(限期妹妹),长冈真纪子,1
1383,Fate Apocrypha,东出佑一郎,1
1384,暗之部屋,唐边叶介,1
1385,男高中生的哈利路亚！,一之濑六树,1
1386,发条精灵战记 天镜的极北之星(天镜的阿尔德拉民),宇野朴人,1
1387,L 诈欺师佛雷特兰德的华丽传说,坂照铁平,1
1388,声优公主(姬音),太田显喜,1
1389,背叛少女,川崎中,1
1390,给锹形虫一记手刀结果穿越时空了,タカハシ ヨウ,1
1391,鸠子与我的爱情喜剧,铃木大辅,1
1392,偷猫贼与星期四的厨房,桥本纺,1
1393,请给我分手的理由,太田僚,1
1394,悠久骑士(HRSVELGR EXCEED 月誓的崇高之剑),七乌未奏,1
1395,你并不孤单,小岩井莲二,1
1396,献给死者的音乐,乙一,1
1397,JOJO’S BIZARRE ADVENTURE OVER HEAVEN,西尾维新,1
1398,甘城辉煌乐园救世主(甘城光辉游乐园),贺东招二,0
1399,终末之海,片理诚,1
1400,Steins；Gate命运石之门(助手视角篇),三轮清宗,1
1401,Steins；Gate命运石之门 比翼连理的非恋人,海羽超史郎,1
1402,里庭,梨木香步,1
1403,双胞胎与青梅竹马的四人命案(双子与青梅竹马的四杀),森田阳一,1
1404,穷神 泰庵高中连续杀人事件,田中创,1
1405,我的脑内恋碍选项,春日部武,1
1406,要帮忙也不找我家的猫,水无濑さんご,1
1407,只不过是、想要个妹妹而已。,水无濑さんご,1
1408,超魔人 ALPHAS ZETMAN ANOTHER STORY,古桥秀之,1
1409,四百二十连败女孩(四百二十连败少女),桐山成人,1
1410,CODE GEASS 双貌的奥兹,森田繁,1
1411,K官方小说,合作,1
1412,燃烧世界的女孩,恩田陆,1
1413,死者的学园祭,赤川次郎,1
1414,魔法少女育成计划,远藤浅蜊,1
1415,犬附少女,唐边叶介,1
1416,二四零九层的她,西村悠,1
1417,火界王剑的神灭者,津川友贵,1
1418,伏 赝作.里见八犬传,樱庭一树,1
1419,A子与『透』与社团活动时间,柳田狐狗狸,1
1420,悲鸣传(传说系列),西尾维新,1
1421,名称未设定,津田夕也,1
1422,始皇帝重建秦于日本！,田辺わさび,1
1423,当不成勇者的我，只好认真找工作了,左京润,1
1424,这个家里有没有勇者大人或者救世主大人呢?,川口士,1
1425,森罗万象统御者,水月纱鸟,1
1426,魅惑王冠,雪野静,1
1427,RDG 濒危物种少女,荻原规子,0
1428,月色之扉,桥本纺,1
1429,鼻血店长就不行吗？,新木伸,1
1430,4月，那是——,合作,1
1431,Steins；Gate命运石之门(官方外传β世界线),たきもとまさし,1
1432,彼岸花绽放之夜,龙骑士07,1
1433,歌姬少女的创乐谱,雨野智晴,1
1434,人生,川岸殴鱼,1
1435,理想的小白脸生活,渡边恒彦,1
1436,我想吃饭！～什么都会做的～,天乃圣树,1
1437,现充王！,若樱拓海,1
1438,我被姨妈整成妹了！,水内灯里,1
1439,魔技科的剑士与召唤魔王,三原みつき,1
1440,我真的是笨蛋吗？,水木茂,1
1441,神明大人的工作(神明的工作),干,1
1442,丧女会的不当日常,海冬零儿,1
1443,妄想乔娜,西村悠,1
1444,直到你哭出来为止都会一直践踏你!,御影瑛路,1
1445,侦探·日暮旅人,山口幸三郎,1
1446,下流梗不存在的灰暗世界(没有黄段子的无聊世界),赤城大空,1
1447,东云侑子系列(东云侑子热爱短篇小说),森桥宾果,1
1448,水的边缘,片冈智晴,1
1449,霸剑皇姬阿尔缇娜(霸剑的皇姬阿尔缇娜),村崎幸也,1
1450,付丧神古道具店,小松艾梅儿,1
1451,历物语(物语系列十一),西尾维新,1
1452,大奥之樱 现代大奥女学院,日日日,1
1453,小彩乃的神谕,桥本纺,1
1454,大图书馆的牧羊人,田尾典丈,1
1455,茶道少主的京都出走,松村荣子,1
1456,女高中生店长的便利商店一点也不好玩(女高中生店长的便利店真不轻松啊),明坂缀,1
1457,walkyrie works,逢空万太,1
1458,未完的少女传说Current Tale,弥生志郎,1
1459,终结的炽天使 一濑红莲，破灭的16岁(终结的炽天使 一濑红莲16岁的破灭),镜贵也,1
1460,仆仆仙人 千岁少女,仁木英之,1
1461,黑钢的魔纹修复士,嬉野秋彦,1
1462,last savior,兔月山羊,1
1463,我将在明日逝去，而你将死而复生(明天，我会死去，你将重生),藤万留,1
1464,鬼灵精事件簿!(妖怪狂想曲!),夏希のたね,1
1465,我的妈妈变回17岁(我的妈妈变成17岁了),弘前龙,1
1466,小恶魔缇莉与救世主(小恶魔媞莉与救世主)！？,衣笠彰梧,1
1467,白银的救世机,天野冬景,1
1468,执事志津二与魔法契约,三门铁狼,1
1469,塔京灵魂术士,爱染猫太郎,1
1470,冠绝姬王与召唤骑士,宫泽周,1
1471,绝对服从少女(绝对服从女孩),春日秋人,1
1472,九个故事,桥本纺,1
1473,咖啡馆推理事件簿,冈崎琢磨,1
1474,武士之血,松时之介,1
1475,龙乐团！,美奈川护,1
1476,我的校园生活才正要开始！(我的校园生活才刚刚开始！),冈本タクヤ,1
1477,女性向游戏攻略对象竟是我(当上乙女游戏的攻略对象了),秋目人,1
1478,终焉世界的天灾姬,三之神龙司,1
1479,哀川润的失败,西尾维新,1
1480,伊苏,大场惑,1
1481,不眠魔王与克萝诺的世界,明月千里,1
1482,我要成为双马尾,水泽梦,1
1483,茉建寺埃莉诺的非主流科学研究室,榊一郎,1
1484,少女3原则！,松智洋,1
1485,何之缘(冥冥的缘),野崎窗,1
1486,转吧！企鹅罐,几原邦彦,1
1487,无气力勇者与好奇的魔王(颓废勇者和好奇心魔王),冬木冬树,1
1488,PSYCOME炼爱学狱(恋狱剧场),水城水城,1
1489,我们就爱肉麻放闪耍甜蜜(和她们卿卿我我),风见周,1
1490,社团文集(我们的社团活动才刚刚开始),合作,1
1491,沉睡魔女(沉睡女巫),真野真央,1
1492,Story Seller 故事贩卖者,有川浩,1
1493,神圣魔法师漆黑的漆原小姐,森田季节,1
1494,一级天灾极非情愿的名推理,凤乃一真,0
1495,虐待狂刑警 蝴蝶效应杀人事件,七尾与史,1
1496,贝克街少年侦探团,真濑もと,1
1497,铳皇无尽的法夫纳,司,1
1498,妖怪连络簿(夏目友人帐),村井贞之,1
1499,时钟机关之星Clockwork Planet,榎宫佑 暇奈椿,1
1500,LOVELIVE！School idol diary(校园偶像日记 μ’s活动日志),公野樱子,0
1501,桃音汐音的轻小说日记,朝野始,1
1502,掬光,桥本纺,1
1503,废柴一看就上手的「镰足同学式」受欢迎入门,石川博品,1
1504,英雄传说 零之轨迹 四人的命运,田泽大典,1
1505,GATE奇幻自卫队(Gate自卫队于彼地战斗),柳内たくみ,1
1506,死神姬的再婚,小野上明夜,1
1507,狙击冰风 雪妖精与白色死神,柳内たくみ,1
1508,在地下城寻求邂逅是否搞错了什么(期待在地下城邂逅有错吗),大森藤野,1
1509,法布尔小姐的虫之荒园(虫之荒石园),物草纯平,1
1510,我的姐姐有中二病(姐姐是中二),藤孝刚志,1
1511,终焉之栞,スズム,1
1512,东京爬树侦探,平野肇,1
1513,时之恶魔和三篇物语(时之恶魔与三个物语),ころみごや,1
1514,境界调停人,木下祥,1
1515,SHE MUST DIE 她，唯有一死,石川周,1
1516,BLEACH Spirits Are Forever With You(死神外传小说),成田良悟,1
1517,巴洛克骑士,叶村哲,1
1518,五龙世界,壁井有可子,1
1519,高一就是异世界的城主(虽然才高一却在异世界当起城主),镜裕之,1
1520,星空的记忆AS,なかひろ,1
1521,浴血方舟 公元5000年的亚当,榊一郎,1
1522,剑刻的银乙女(剑刻之银乙女),手岛史词,1
1523,逆天传说,深山ユーキ,1
1524,僵尸少女的入学,池端亮,1
1525,迷你裙宇宙海贼(暴力宇宙海贼),笹本祐一,1
1526,神话战域,无嵨树了,1
1527,黄金之王 白银之王,泽村凛,1
1528,源氏物语,越水利江子,1
1529,Arist Craisi 穴藏恶魔,绫里惠史,1
1530,黄昏堂便利商店,村山早纪,1
1531,漆黑英雄的一击无双(黑之英雄的一击无双),望公太,1
1532,在那个夏天等待,丰川一夏,1
1533,扉之魔术师的召唤契约,空野一树,1
1534,野蛮游戏,黑井岚辅,1
1535,咱家女仆不定形(我家的女仆不定形),静川龙宗,1
1536,银闪战乙女与封门公主,濑尾つかさ,1
1537,16:00的召唤魔法,木绪那智,1
1538,情色漫画老师(我的妹妹是黄漫老师／埃罗芒阿老师),伏见司,1
1539,于夏月之海轻语的咒文,雨宫谅,1
1540,SKYWORLD苍穹境界,濑尾つかさ,1
1541,翠星上的加尔冈缇亚,谷村大四郎,1
1542,英雄传说 零之轨迹,市川丈夫,1
1543,冰雪少女,山田有,1
1544,魔王之类的啦！,原田源五郎,1
1545,圣剑与魔龙的世界,サイトウケンジ,1
1546,灰与幻想的格林姆迦尔,十文字青,1
1547,重启咲良田,河野裕,0
1548,美少女通通是我的,天草白,1
1549,日向美 宛如凛风中绽放的花,八奈川景晶,1
1550,九十九的空伞,司,1
1551,巴冈特反英雄谭(巴甘多反英雄传),八街步,1
1552,萌奈美即将终结世界？,勇岭薰,1
1553,献给失落之神的圣谣谭,内田俊,1
1554,双合透镜Cromn Flint,三上康明,1
1555,对魔导学园35试验小队,柳实冬贵,1
1556,影法师,百田尚树,1
1557,终物语(物语系列十二),西尾维新,1
1558,少女禁区,伴名练,1
1559,黑之夜刀神,手岛史词,1
1560,胚胎奇谭,乙一,1
1561,付丧神出租中！,畠中惠,1
1562,冰境的艾玛莉莉丝(冰之国的阿玛莉莉丝),松山刚,1
1563,魔女死之屋,筱田真由美,1
1564,勇者互助公会 交流型留言板,おけむら,1
1565,脱衣传,大谷久,1
1566,这里是幸福安心委员会,鸟居羊,1
1567,天与地的守护者,上桥菜穗子,1
1568,流行之神 警视厅怪异事件档案0,合作,1
1569,我无法说明她有猫耳与尾巴的理由,三上康明,1
1570,以魔王之力来支配叛逆期的妹妹,日日日,1
1571,再会吧，青春小鸟！,乙一,1
1572,迟钝的我与敏锐的她,にのまえあゆむ,1
1573,咆哮魔龙的捕食作法,内崛优一,1
1574,不可以玩这种游戏！,岩波零,1
1575,再生的思考升华,武叶红,1
1576,SHINO双子,麻宫枫,1
1577,妮娜与兔子与魔法战车,兔月龙之介,1
1578,屠龙者的异世界生活,赤雪トナ,1
1579,The ScrowMan ＆ FairyLolipops,物草纯平,1
1580,勇者大人突然向我求婚！？,富樫圣夜,1
1581,Sugar Apple Fairy Tale,三川美里,1
1582,! 惊叹号,二宫敦人,1
1583,伪恶之王,二阶堂纮嗣,1
1584,最近妹妹的样子有点怪(最近我的妹妹有点怪),みかづき红月,1
1585,格斗天王97(拳王97),嬉野秋彦,1
1586,魔塔大陆,合作,1
1587,无职转生～到了异世界就拿出真本事～(无职转生~在异世界认真地活下去~),理不尽な孙の手,0
1588,乘秋千飞翔的圣修伯里,红玉伊月,1
1589,SCAR EDGE,三田诚,1
1590,圈、叉与三角——王牌，就此展开,月本一,1
1591,Leading Blood,田尾典丈,1
1592,OVERLORD不死者之王,丸山くがね,0
1593,彷徨神姬的剑使徒(流浪神姬的剑使徒),すえばしけん,1
1594,闪光的雪茫,明秀一,1
1595,转生!白之王国物语,白泽戌亥,1
1596,梦日记 你的梦中，我已不在。,日日日,1
1597,从零开始的魔法书(零之魔法书),虎走かける,0
1598,草祭,恒川光太郎,1
1599,奴隶区 我与23个奴隶,冈田伸一,1
1600,温泉巨龙王国,山川进,1
1601,超次元游戏海王星,おかず,1
1602,琉璃色的瞎扯淡日常,伊达康,1
1603,相亲于盛夏 再会翱翔天际之风,朱门优,1
1604,我家的食客掌握全世界！,七条刚,1
1605,惊悚文集,合作,1
1606,残秽,小野不由美,1
1607,都市冒险王,勇岭薰,1
1608,东京下町古书店,小路幸也,1
1609,月下魔女,佐藤ケイ,1
1610,舰队收藏(舰队Collection 阳炎，起锚！),筑地俊彦,1
1611,浮游学园的爱丽丝＆雪莉,村崎幸也,1
1612,拜托，再给我五分钟！,境京亮,1
1613,天翔虎军师,上总朋大,1
1614,青春猪头少年不会梦到兔女郎学姊(青春野狼不做兔女郎学姐的梦),鸭志田一,0
1615,虽然我不记得，但还是喜欢你,比嘉智康,1
1616,召唤学园的魔术史学,中谷荣太,1
1617,LEGAL FANTASY 律色幻想,羽田辽亮,1
1618,落第骑士英雄谭,海空陆,1
1619,金女友、银女友还是普通女友？(我和她、她还有她),田尾典丈,1
1620,众神的午睡,浅野敦子,1
1621,请给我正常的室友,太田僚,1
1622,那片大陆上的故事,时雨泽惠一,1
1623,打工处是邪恶组织,ケルビム,1
1625,请杀了我,辻村深月,1
1626,浜村渚的计算笔记,青柳碧人,1
1627,百炼霸王与圣约女武神,鹰山诚一,1
1628,我和她的青春辩论(我与她的青春争论),喜多见かなた,1
1629,默示录爱丽丝(默示录Alice),镜贵也,0
1630,爱上她的12种方法,入间人间,1
1631,明智少年的诡辩,道端さつと,1
1632,无名反叛者,草木うしみつ,1
1633,不推理的名侦探,村田治,1
1634,深海编年史(记录大洋底),中村学,1
1635,里染系列(体育馆杀人事件),青崎有吾,1
1636,川之光,松浦寿辉,1
1637,欢迎光临魔女馆,九十九蓉子,1
1638,英知学园的UNDER HEART,根岸和哉,1
1639,最弱无败神装机龙《巴哈姆特》,明月千里,1
1640,勇者凛的传说,琴平稜,1
1641,我的小规模奇迹,入间人间,1
